3.655550413601358489e-02;3.618763955281164429e-02;2.644450758845242819e-02;1.850238644411067168e-01;-2.389899728824110281e-01;2.503108344117937478e-01;-2.305432095222306466e-01;4.759412664618526967e-01;6.870568648123573929e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.378104656650308568e+00;-1.150909319407862119e+00;-1.431857674453029583e+00;7.511303346825013438e-01;-2.409906228758103286e-01;5.157581712783793071e-01;-3.758251073817091559e-01;6.944259165412421941e-01;1.002955322699162322e+00;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.290677260401293380e-01;4.840972273317441926e-02;8.396007043857030283e-02;1.282618737154032296e+00;-3.990426296844896137e-01;8.668083448004244573e-01;-3.658412867994270679e-01;8.966453521605896038e-01;6.651914591567480439e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.483309146841708948e-01;5.431882659980932782e-02;7.984600797965435426e-02;2.066615170385871281e+00;-1.169498162018070414e-01;1.452677340705203601e+00;-8.343926311612215319e-01;1.130309208506363960e+00;9.482916883933448782e-01;1.000000000000000000e+00;8.192618836558452244e+00;1.000000000000000000e+00
-2.348149138340854467e-02;5.969983181351288387e-02;-7.581879655129728814e-03;3.013519736153467132e+00;3.572062042242307722e-01;2.383313670634152892e+00;-6.994388321868681979e-01;4.428705507298288935e-01;5.650704089752608406e-01;1.000000000000000000e+00;9.343805305722762355e+00;1.000000000000000000e+00
-4.988131692955407814e+00;3.420463648678389923e+00;-5.259665174636584339e+00;2.687703088762956050e+00;-2.229846978117726586e-01;2.859234007451073367e+00;3.602239759606739589e-01;-4.841954979604830012e-01;4.260090601343834854e-02;1.000000000000000000e+00;9.070267977952012117e+00;1.000000000000000000e+00
-2.511954504713873743e-02;-3.308738678361778079e-03;-2.965350129298818457e-02;1.144146619002177623e+00;-1.797502815918367469e+00;2.391952556512928041e+00;1.636088226441830829e+00;-6.999687506022483907e-01;-1.346431725298863125e+00;1.000000000000000000e+00;8.914966988931814385e+00;1.000000000000000000e+00
1.100733057276987586e-02;4.715675122873087041e-04;2.266281086230177017e-02;4.451542928021435391e-02;-1.055258513182581126e+00;1.640375382916352320e+00;1.481511113495443510e+00;-3.502858871459780254e-01;-1.294645124377562295e+00;1.000000000000000000e+00;8.646688409049607671e+00;1.000000000000000000e+00
-3.020759409715127394e-02;4.975677437291288474e-02;-1.226955721265837740e-02;2.522235587181215211e-01;9.111865266558390186e-02;1.464457498886494236e+00;1.180963370656190170e+00;-3.139624002504348699e-01;-4.108199879868532634e-01;1.000000000000000000e+00;8.967161474904544960e+00;1.000000000000000000e+00
-2.676949833520400959e-02;4.460821258145804269e-02;-2.544377896759706173e-02;1.280059559267547054e-01;-7.531591434233227966e-01;1.249272347195789390e+00;1.657777302258569563e+00;-6.045515181929780324e-01;-7.324723684425388237e-01;1.000000000000000000e+00;6.216111655543354431e+00;1.000000000000000000e+00
-5.164569531022391580e-01;2.634448214871467187e+00;-6.429798321014869034e-01;-4.279187285519770456e-01;-1.033251363255188737e+00;8.448186277274950529e-01;1.690138622973534233e+00;-6.349115158085992805e-01;-1.050097142493489510e+00;1.000000000000000000e+00;5.416737806574817959e+00;1.000000000000000000e+00
-2.345999528783624874e-02;2.746040923819544413e-02;1.810967649826880285e-02;1.397011595891080142e-02;2.511713226142651689e-01;5.990049468082964124e-01;1.816141439149998593e+00;-6.587658805210185875e-01;-4.108199879868532634e-01;1.000000000000000000e+00;5.401573200358622984e+00;1.000000000000000000e+00
-3.253313896032143659e-02;4.176728187346642751e-02;-3.227979329547295013e-03;4.599316785980537836e-01;6.072885051273586576e-01;4.317260223804250674e-01;1.667761151599491454e+00;-8.029762654659330368e-01;-2.307173616490839907e-01;1.000000000000000000e+00;5.775256240684337961e+00;1.000000000000000000e+00
-3.965436038314249650e-02;5.949099280075488549e-02;-5.935360010940737667e-03;8.916387220535187952e-01;1.229493244833357313e+00;2.652324197143431928e-01;1.998948809260174819e+00;-7.894225390196787373e-01;-5.299290739724099586e-01;1.000000000000000000e+00;5.593928944063126352e+00;1.000000000000000000e+00
2.975451664233260685e-01;-9.037033394047994106e-01;4.312426173897591641e-01;1.809511539592315865e-01;8.193582683472898642e-01;-1.785604614854921631e-03;2.248544467610426700e+00;-7.677368393765436894e-01;-3.970101796744553990e-01;1.000000000000000000e+00;4.795652491567938824e+00;1.000000000000000000e+00
-2.159380151455892599e-02;1.097192906163440423e-02;-1.017192215498435165e-02;-6.952040686443958228e-02;4.252285857127218183e-01;-4.062393464950055377e-01;2.277118879414908204e+00;-5.714805760205470264e-01;-3.417708983581467241e-01;1.000000000000000000e+00;4.817843634213988757e+00;1.000000000000000000e+00
2.906629318997909668e-03;-1.797867913753416896e-02;1.701612593834646303e-02;3.703320862287006743e-01;9.494010437823521276e-01;-7.117394128583286461e-01;1.959702037522909057e+00;-1.361391106621351599e-01;-5.201471604650530489e-01;1.000000000000000000e+00;4.644930076019365472e+00;1.000000000000000000e+00
-1.457302315735526169e-02;9.718494910369530893e-03;1.704709495986698672e-02;3.418231510874746304e-01;9.013852561321589185e-01;-8.389656225341046714e-01;1.614399323176930023e+00;1.566188082139367554e-01;-5.751985576774303055e-02;1.000000000000000000e+00;5.604419875563697140e+00;1.000000000000000000e+00
-1.101657091681523468e-02;-7.579736534037349177e-03;1.090697029301465094e-02;1.728057406418612996e-01;-5.893072224203450143e-02;-1.065930932406100151e+00;1.725942755475568413e+00;-7.108169471616046509e-02;1.162529125903486726e-01;1.000000000000000000e+00;5.938583907902153847e+00;1.000000000000000000e+00
1.962467030324314798e+00;-4.133496489928807804e+00;1.016190519737716569e+00;-1.835562334511185723e-01;-9.372196752696370092e-01;-1.424834618438883593e+00;1.642629407788881224e+00;-6.837106717592143779e-02;-1.979192771990288258e-01;1.000000000000000000e+00;7.114690177723417719e+00;1.000000000000000000e+00
-5.971418409282673589e-02;1.002073989426458950e-01;1.793019381354443026e-02;-1.321878191866845631e+00;-2.537746506222476217e+00;-1.947875809150600990e+00;1.538315638670516350e+00;-2.662535802494333526e-01;-2.629403278225417862e-01;1.000000000000000000e+00;7.964053420169586950e+00;1.000000000000000000e+00
-4.549477277815762444e-02;8.579470653941465019e-02;4.348761969373399899e-02;-2.456127401568797719e+00;-4.016232786096631813e+00;-2.466990354191765711e+00;1.314884504397988430e+00;-5.378677619533248633e-01;2.238540573047086424e-01;1.000000000000000000e+00;1.171739216247940440e+01;1.000000000000000000e+00
2.631690101999686893e-02;6.238313307509216893e-02;1.061358168087867954e-01;-2.002020364441244649e+00;-2.761820019155915684e+00;-3.047361957689918022e+00;8.232669767598109756e-01;-9.027307374376096760e-01;4.950583420299636828e-02;0.000000000000000000e+00;1.263685341675403606e+01;1.000000000000000000e+00
7.879091720965393897e+00;-4.831158618649980419e+00;8.703046931374890605e+00;8.727886066597835557e-02;5.792792737537415526e-01;-3.275897866851566143e+00;9.720174275834971012e-02;-6.284058829053974504e-01;3.907221858735481224e-01;0.000000000000000000e+00;1.203869239637972477e+01;1.000000000000000000e+00
1.161912449104062078e-01;5.007203326573088364e-02;4.066228145036973607e-02;1.993306267016419664e+00;2.493909261741069638e+00;-2.998670209612624760e+00;-5.920266359912431664e-01;3.843194017201971846e-01;8.805822575567295862e-02;0.000000000000000000e+00;1.170437595717067580e+01;1.000000000000000000e+00
1.488081791870383974e-01;4.525513343131227356e-02;8.097376210334515656e-02;1.282618737154032296e+00;1.395547795273051062e+00;-2.337407950688667135e+00;-1.032692136657697768e+00;1.159585235891994692e+00;-4.948292666813059459e-01;0.000000000000000000e+00;1.056509354501983822e+01;1.000000000000000000e+00
1.142524378380988387e-01;4.016218202831307871e-02;6.092661981232379287e-02;-1.713381134750631141e-01;-1.691689584055590737e-02;-1.325880965333912309e+00;-1.496767946482588041e+00;1.901238255996570370e+00;-9.194797787697132074e-01;0.000000000000000000e+00;9.886489627913336520e+00;1.000000000000000000e+00
1.753958456751977119e-02;2.160471534895342174e-02;-9.891255337383531975e-04;-5.215909740553554830e-01;2.131588149804461707e-01;-1.808447612421208994e-01;-1.202072989433080830e+00;1.390538600561774807e+00;-8.066999258965052988e-01;0.000000000000000000e+00;5.961871815067559588e+00;1.000000000000000000e+00
-1.164805617823843287e+00;5.583589852284468469e-01;-1.271985159125525344e+00;-7.028183993142510522e-01;-9.093674995199477196e-02;3.021425720077285937e-01;-4.791060962329605211e-01;3.756449225953846227e-01;-7.641197356722226885e-01;0.000000000000000000e+00;5.036511961298944406e+00;1.000000000000000000e+00
3.657201006654156594e-02;3.857388532211038223e-02;2.173250145581749615e-02;-8.005633744154544429e-01;-1.891305345201634361e-02;2.471682719530838845e-01;-4.133505307427196018e-01;5.160601663130914840e-01;-8.314424130033489790e-01;0.000000000000000000e+00;4.287569578055140163e+00;1.000000000000000000e+00
1.627668895269206162e-02;4.548117565776444576e-02;8.276117504800511657e-03;-1.041302758033752496e-01;1.163476077087476135e+00;3.029279085141602379e-01;-6.020104565735252544e-01;6.955096603308252856e-01;-2.669680784274299779e-01;0.000000000000000000e+00;3.967856798070505508e+00;1.000000000000000000e+00
-1.051272141138871139e-04;-2.747833896978437579e-03;-5.456097197895620927e-03;5.373212829164544235e-01;1.319527377560173242e+00;4.403636549646115506e-01;-4.815159839597183411e-01;5.203974058754977650e-01;-1.766291340201697757e-01;0.000000000000000000e+00;3.682902662395882043e+00;1.000000000000000000e+00
-8.341583696487757660e-01;3.761269428631510703e-01;-9.434746566192753203e-01;1.760135554338432273e-03;1.131303926353922074e-01;3.382685231321336805e-01;-2.615275061776060617e-01;6.065982872651639601e-01;-6.536417017734987844e-01;0.000000000000000000e+00;3.075727643428653568e+00;0.000000000000000000e+00
3.605892189821780988e-03;2.268491713906369348e-02;9.974458644999640786e-03;-5.786007965228842087e-01;-2.009729653543087524e-01;2.487389523382682044e-01;-2.646259332548660526e-01;6.900886769788359132e-01;-6.260220851487031668e-01;0.000000000000000000e+00;2.837563415264523936e+00;0.000000000000000000e+00
-7.031092435492583038e-03;4.108035354990548227e-02;5.353261253669274605e-03;-5.847098526877219093e-01;8.912249881029565834e-02;2.275345791440914756e-01;-2.918232778617990686e-01;5.664793874139252283e-01;-2.537338209920882437e-01;0.000000000000000000e+00;2.554551471518753392e+00;0.000000000000000000e+00
-1.704654560700471014e-02;2.497734538252151942e-02;-4.558408494079920978e-03;-2.588931861812606150e-01;1.991587048221791778e-01;1.733456303405205845e-01;-2.794295695527591605e-01;5.241925471027053529e-01;-1.378890025637138049e-02;0.000000000000000000e+00;2.439542556539442408e+00;0.000000000000000000e+00
-9.920973783890641232e-03;8.248220251604871170e-03;-3.229768650790731249e-03;-2.650022614620483052e-01;-2.789986343715182837e-01;9.559626196187254177e-02;-1.592793378555638351e-01;4.634720989906477295e-01;-2.232372190494934516e-01;0.000000000000000000e+00;2.021110555303752498e+00;0.000000000000000000e+00
-9.223566230839046545e-03;6.459033391958340919e-01;-1.662217246960353279e-01;-4.666013060611928220e-01;-4.050401098197818350e-01;-8.069560577039173316e-03;-1.565251804535549573e-01;5.480466853747171241e-01;-3.883789353207526274e-01;0.000000000000000000e+00;1.809876235727099436e+00;0.000000000000000000e+00
-8.270377570582765044e-04;2.932415740087008713e-02;1.023838352840463796e-02;-2.426023633697100279e-01;2.031600123213221920e-01;-8.854906667488225344e-03;-3.031841483864460285e-01;6.559333116955995413e-01;-1.639701871282965573e-01;0.000000000000000000e+00;1.711323289038355844e+00;0.000000000000000000e+00
5.946663454021582085e-03;8.224215767383949785e-03;9.452114482015910868e-03;5.470534123319526626e-02;3.532094116440597786e-01;3.119779850058963799e-02;-3.028398787111949431e-01;5.697324303059333461e-01;4.260090601343834854e-02;0.000000000000000000e+00;1.831220304082423089e+00;0.000000000000000000e+00
3.577870493808722133e-03;-4.666192261267671990e-03;5.677747779159181100e-03;-1.020939282088176581e-01;-2.609927093074805859e-01;1.470550700973199433e-02;-2.642816635796149116e-01;6.147306680547778290e-01;-2.048241573218690659e-01;0.000000000000000000e+00;1.794763002961634157e+00;0.000000000000000000e+00
