nr,fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y
79,-2.8966587,-0.46293688,-0.1762879,-0.046812512,0.05085226,-0.0130875725,1.9557635,4.6305356,8.282441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-2.896266,-0.46327615,-0.17646988,-0.032964077,-0.03330363,-0.05356762,1.6576854,4.680814,8.839093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,-2.8967552,-0.46383664,-0.17647171,0.06184446,-0.050347857,-0.041849714,1.498471,4.5646954,8.398561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-2.8929904,-0.47314262,-0.17974772,0.006450709,0.01889433,-0.056763414,1.5212159,4.601805,8.308778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,-2.8944554,-0.47351447,-0.17932563,-0.03189881,-0.024781512,-0.063155,1.3823522,4.6867995,8.640374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,-2.8945892,-0.4736709,-0.17949244,0.04053917,-0.063131034,-0.01734863,1.6253637,4.55033,8.558971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,-2.895059,-0.47391218,-0.1795656,0.011777031,0.030612238,-0.010957044,1.5487492,4.489278,8.36145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,-2.895873,-0.4735984,-0.17548625,0.008581238,-0.013063604,0.026327211,1.4446014,4.4880805,8.417714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,-2.8951032,-0.47389445,-0.17613603,0.01390756,-0.06526156,0.06574199,1.759439,4.527585,8.337508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,-2.8946157,-0.47421536,-0.17664647,-0.038290396,-0.0077372817,0.035914592,1.7426796,4.6401124,8.524256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,-2.894271,-0.47435963,-0.17715278,0.0011243866,-0.032238364,0.041240912,1.7738042,4.619762,8.663119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,-2.900264,-0.47789627,-0.18713103,0.032017056,-0.047152065,0.041240912,1.7522564,4.5431476,8.269274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,-2.8991556,-0.4782256,-0.18760702,-0.045747247,-0.010933075,0.0071524517,1.7977462,4.6281414,8.396166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,-2.8987763,-0.47844854,-0.18781193,-0.03615987,-0.015194133,-0.012022308,1.7187376,4.656872,8.573337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,-2.8981905,-0.47872713,-0.18799208,-0.009528258,-0.047152065,-0.0035001927,1.6744448,4.5934258,8.397364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,-2.897296,-0.4787583,-0.18839765,-0.02337057,-0.023713319,-0.02267655,1.8168998,4.577863,8.597279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,-2.8925889,-0.47892642,-0.18781811,0.011783157,-0.015191203,-0.018415492,1.6612767,4.5790606,8.548198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,-2.8923123,-0.47889572,-0.18811841,0.017109478,-0.039692286,0.005020325,1.7570448,4.512023,8.543409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,-2.891328,-0.47901428,-0.1886697,0.026696859,-0.018386997,-0.0024365261,1.8492216,4.551527,8.440459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,-2.8910403,-0.47923237,-0.1888769,-0.0010000169,0.027419373,-0.020546021,1.7043723,4.597017,8.450036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,-2.8901577,-0.4807829,-0.18869673,0.008587363,-2.7750139E-4,-0.006697584,1.6660651,4.6185646,8.433276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,-2.8892643,-0.48103112,-0.1891457,0.009652628,-0.032235432,0.005020325,1.7821839,4.5706806,8.314763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,-2.8879192,-0.4811556,-0.18984307,-0.019109512,-0.024778584,-0.012023906,1.9006969,4.533571,8.342297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,-2.8869886,-0.4812985,-0.19024932,-0.046806388,-0.004538559,-0.020546021,1.8001404,4.583849,8.439261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,-2.8867588,-0.48145077,-0.19035724,-0.051067445,0.0029182918,-0.014154435,1.6684593,4.565892,8.418911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,-2.8837497,-0.47316647,-0.18750556,-0.06598115,0.015701465,-0.0035017906,1.7115549,4.574272,8.713398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,-2.884583,-0.47306806,-0.1873854,-0.0020652814,0.024223581,-0.006697584,1.5966333,4.4737153,8.70023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,-2.885543,-0.47296876,-0.18720712,0.035218973,0.012505672,0.016738234,1.5439608,4.397101,8.558971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,-2.8858566,-0.47332343,-0.18715379,0.028827388,-0.013060674,0.05934881,1.5750854,4.586243,8.438065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
