nr,fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y,x
136,0.7533038,-0.92673004,0.22580013,0.02946122,0.0063915867,0.007723167,-0.010923545,7.48188E-4,-0.037110128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.752267,-0.9286827,0.22436816,0.0869855,-0.10333065,-0.0018642128,0.03935469,0.03067571,0.015562311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.7524094,-0.93240064,0.22217116,0.10616026,-0.07669904,0.015180018,-0.07167641,0.024839843,-0.16445173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0.7499803,-0.9354333,0.22078064,0.05822336,-0.010652645,0.027963191,0.011671733,0.06060323,-0.25857377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.7481379,-0.936682,0.22072999,0.009221195,-0.0053263223,0.031158984,-0.0350152,0.021098902,-0.28909984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.7452601,-0.93698037,0.21812113,0.0070906663,-0.07456851,0.019441076,0.041599255,-0.014814123,-0.0664391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0.7439496,-0.93840283,0.21458122,0.04437492,-0.12783173,0.020506341,-0.06599019,-0.036661215,-0.13946225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.739997,-0.93966734,0.20850259,-3.6618466E-4,-0.14487596,0.037550572,0.043394905,0.014215573,-0.14859015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0.73506117,-0.9395621,0.20383799,-0.026997795,-0.04367584,0.03222425,0.13332711,0.046986207,-0.121655375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0.73261535,-0.93925273,0.20233043,-0.025932532,-0.08948221,0.031158984,-0.029478608,0.014664485,0.07347207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.72880656,-0.9396178,0.19603626,0.035852805,-0.16831177,0.04181163,0.0055365916,0.052223526,0.07167641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0.72403795,-0.9411037,0.1890294,-3.6618466E-4,-0.10439591,0.055660065,0.033369187,0.09546879,-0.16145898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.71790355,-0.9403823,0.18402037,-0.06428205,-0.041545313,0.050333746,0.080056116,0.1587655,-0.032621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.71302134,-0.93879217,0.17859024,-0.042976763,-0.109722234,0.029028455,0.07047931,0.1743278,0.18884265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.71057034,-0.93894917,0.17589583,0.0028296087,-0.15659387,-0.016777914,0.055216275,0.1666963,0.07691373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.71048695,-0.93906367,0.172309,-0.0088883005,-0.111852765,-0.04234426,-0.030974984,0.12000936,0.030825347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0.71156967,-0.93776524,0.17223655,-0.038715705,-0.035153728,-0.06897587,0.030825347,0.025288755,0.12838906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0.71607304,-0.9359138,0.17576985,-0.025932532,-0.007456851,-0.08815063,-0.15711948,-0.06569091,0.163105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.7195182,-0.9356915,0.17887098,0.028395955,0.03621899,-0.07536746,-0.30750528,-0.03187281,0.06958149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0.72549313,-0.93705666,0.1854764,0.05076651,0.04580637,-0.058323227,-0.3911527,-0.025737667,-0.10310031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0.72914326,-0.93826264,0.1893307,0.026265426,-0.0010652645,-0.010386328,-0.35942954,-0.07496844,-0.17133506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0.7301198,-0.9392292,0.19008371,0.024134897,-0.0053263223,0.014114753,-0.25887305,-0.11088146,-0.13183074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0.728824,-0.94054943,0.18935686,0.024134897,-0.0010652645,0.048203215,-0.24211365,-0.08723872,-0.17133506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.7265004,-0.94138396,0.18831371,0.022004368,-0.023435818,0.046072688,-0.08783727,-0.041150343,-0.1882441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0.7239892,-0.9424311,0.18613699,0.0145475175,-0.039414782,0.03222425,-0.097414084,-0.012419921,-0.117615156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.7202374,-0.94326895,0.18334356,-0.004627242,-0.01917476,0.046072688,-0.021996727,0.10968436,-0.08888474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.71510094,-0.94282293,0.18158664,-0.038715705,0.051132694,0.04181163,0.0664391,0.1436521,0.061650693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.7141886,-0.942404,0.18182606,0.009221195,0.002130529,0.0066579026,-0.060453594,0.06584055,0.24121583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.71255845,-0.94360983,0.18084031,0.07846338,-0.03621899,0.04926848,-0.06015432,0.03755904,0.050128598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0.70816475,-0.9472887,0.17781897,0.07633285,-0.0127831735,0.05885586,-0.027383681,0.044592008,-0.23807344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0.7032205,-0.9491347,0.17610976,-3.6618466E-4,0.022370553,0.018375812,0.122852474,0.14170681,-0.15233108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0.70242107,-0.9482832,0.17637667,-0.01634515,0.007456851,0.0066579026,-0.09501988,0.030376434,0.17447744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0.70079553,-0.9497924,0.1757839,0.05076651,0.002130529,0.034354776,-0.124049574,0.021098902,0.017208325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0.6981464,-0.9513239,0.17465945,0.060353886,-0.01917476,0.05352954,-0.008230069,0.06823475,-0.13332711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0.69363433,-0.95394903,0.17183994,0.0390486,-0.023435818,0.023702133,0.11402386,0.08065467,-0.20814592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0.69294924,-0.9546038,0.17236935,-0.01634515,0.0127831735,-0.005060006,-0.07272387,0.062698156,-0.22011691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0.6922671,-0.95388323,0.17090958,-0.0088883005,-0.068176925,0.019441076,-0.20156185,-0.020051438,0.11581951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.6906581,-0.954766,0.16892257,0.049701244,-0.092678,0.0396811,-0.12210429,-0.004938041,-0.07107786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.6866159,-0.9564682,0.16500707,0.006025402,-0.033023197,0.03222425,0.02498948,0.019602526,-0.11432313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.68423676,-0.9562819,0.16286445,-0.006757771,-0.029827405,0.011984224,0.06688801,0.029179333,0.10594343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.6836192,-0.9571737,0.16232401,0.03691807,-0.010652645,0.008788432,-0.099658646,0.0074818805,0.04833295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0.6822751,-0.9583062,0.16219953,-0.0088883005,0.017044231,0.052464273,-0.28386253,0.12120646,-0.19677345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0.67923003,-0.95725477,0.16050562,-0.14630741,0.03195793,0.09827064,-0.052223526,-0.04070143,-0.043993454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0.67276764,-0.9524373,0.15510221,-0.028063059,-0.095873795,0.078030616,0.05551555,0.007182605,0.81552494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0.6698443,-0.95652527,0.14785562,0.22120881,-0.22370553,0.015180018,0.10160393,0.10908581,0.274585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.6702207,-0.963566,0.14186324,0.17327192,-0.21837921,-0.019973708,0.012120646,0.0525228,-0.19348143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0.66965556,-0.9672483,0.13858604,0.097638145,-0.11291803,-0.028495824,0.09935937,-0.110731825,-0.1834557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.6668046,-0.9690929,0.13834208,0.060353886,0.03834952,-0.03275688,0.15682021,-0.048482586,-0.37618893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0.66757506,-0.9706132,0.14363685,-0.0056925067,0.124635935,-0.0743022,0.098461546,0.06748656,-0.31064767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0.6678215,-0.96988356,0.15078942,-0.06215152,0.15339808,-0.050866377,0.09292495,0.13482349,-0.38157588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0.6679097,-0.9672266,0.15882812,-0.12926318,0.185356,-0.10199907,0.25213936,0.2587234,-0.57849896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.673929,-0.9591027,0.17126116,-0.25496438,0.21944447,-0.15100123,-0.0016460137,-0.030974984,-0.07811083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0.678595,-0.9549571,0.1761295,-0.2006359,0.094808534,-0.114782244,-0.17178397,-0.045489833,0.0525228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0.68177015,-0.94938576,0.18242106,-0.15482953,0.20985709,0.06098639,-0.23971945,-0.12030864,-0.25438392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0.6724883,-0.9462518,0.18293422,-0.17187376,0.25885925,0.2133192,-0.20694882,-0.004938041,-0.633416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0.65311915,-0.9406486,0.1772487,-0.29864022,0.257794,0.26338664,0.27667993,0.13871406,-0.6441899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0.6462614,-0.9363048,0.1738118,-0.34870765,0.20133498,0.49241847,-0.40851066,-0.21772271,-0.38845924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0.6114634,-0.9284695,0.15209092,-0.3625561,-0.15233281,0.6117281,-0.27548283,0.55321026,0.32561144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.5751345,-0.9194919,0.11310086,-0.3082276,-0.4548679,0.42104575,0.60707974,-0.08678981,0.187047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0.5555248,-0.9111182,0.086679466,-0.25070333,-0.17257284,0.30706248,0.034865562,0.030526072,0.5270237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0.5510172,-0.9062517,0.07640562,-0.046172556,-0.12996227,0.10359696,-0.21024084,-0.23268647,0.9386767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0.551869,-0.90640515,0.074040405,0.17327192,-0.015978966,0.04181163,-0.338181,0.050727148,0.8252514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0.55315864,-0.9133329,0.07631248,0.23505725,0.10226539,-0.11691277,0.008529344,0.14065935,0.3664625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.5690134,-0.92061543,0.09300992,0.17753297,0.19494338,-0.1520665,-0.8749311,0.23523031,-0.36137483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0.57361436,-0.9251351,0.103712454,0.097638145,0.19494338,-0.019973708,-0.41913494,0.15741876,-0.24211365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0.5800151,-0.92399186,0.10896404,-0.098370515,-0.035153728,-0.13289174,-0.087538,-0.009127894,-0.3528455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0.5830843,-0.9202727,0.109793365,-0.15589479,0.07350325,-0.019973708,-0.17298107,-0.066738375,0.1985691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0.5823726,-0.9173802,0.114741474,0.037983336,0.3536678,0.040746365,0.10235212,-0.1050456,0.40566754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0.58337104,-0.91912955,0.12803082,0.07846338,0.44101948,0.029028455,-0.13871406,-0.08319851,0.28835166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0.5812741,-0.923754,0.1401743,0.14877084,0.4314321,0.05352954,0.18046296,0.018704701,-0.025737667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0.5832173,-0.9315262,0.15251704,0.2244046,0.2972088,0.040746365,-0.2311901,0.088585466,-0.44262803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0.5788129,-0.9356066,0.15132782,0.17114139,0.0031957934,0.078030616,0.26800096,0.30526072,-0.3935469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.58131355,-0.9409693,0.14806432,0.10296447,-0.25992453,-0.06364955,-0.045190558,0.18974048,-0.4571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0.5824789,-0.9446598,0.13825978,0.027330691,-0.32597092,-0.03488741,0.045938745,0.16265608,-0.45848963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0.5842085,-0.9432993,0.13247176,-0.055759937,-0.22690132,-0.12117383,0.36317047,0.10594343,-0.10235212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0.5894525,-0.941831,0.13368332,-0.07386943,-0.096939065,-0.12436962,-0.1719336,0.03172317,-0.061650693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0.5958136,-0.93881595,0.13445483,-0.069608375,-0.13102752,-0.1190433,-0.080056116,0.06419453,-0.0053869537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0.60198635,-0.9365801,0.13538378,0.011351724,-0.113983296,-0.16484967,0.20320787,0.05686229,0.33563715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0.6123091,-0.93928874,0.14068848,0.15196663,-0.07456851,-0.22450447,0.22969373,-0.004638766,0.18510172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0.62925684,-0.94272196,0.1496927,0.15516242,-0.18109496,-0.3225088,0.24286184,-0.15188217,-0.006434417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0.6458193,-0.94500333,0.1577816,0.17753297,-0.1885518,-0.31931302,-0.64583594,-0.2208651,-0.43559507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0.66389817,-0.9480819,0.16683507,0.009221195,-0.10865697,-0.12650014,-0.7333739,0.14589667,-0.4002806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0.6703708,-0.94601446,0.16700107,0.0028296087,-0.12357067,-0.043409526,-0.34685996,-0.06180033,0.2463035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0.67033905,-0.9497782,0.1606444,0.14557505,-0.32810146,-0.06897587,0.15233108,0.34641105,0.13497312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0.6802216,-0.9523544,0.15824206,0.059288625,-0.31957933,-0.1520665,-0.16280572,0.08828619,-0.1678934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0.68258935,-0.951685,0.1580525,-0.03125885,-0.033023197,-0.06897587,-0.20231004,0.13482349,0.22116438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.6882831,-0.9501153,0.16527374,-0.015279886,0.24714135,-0.07962851,-0.19797055,0.12240356,0.16699557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0.6896554,-0.94985807,0.17805633,0.03691807,0.37284255,-0.04234426,-0.065092355,0.1690905,0.43754035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0.69501805,-0.9525874,0.19528869,0.097638145,0.35792884,-0.08282431,-0.15218145,0.28476036,-0.044143096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0.69868934,-0.95400524,0.20455165,0.06354968,0.14274544,-0.07749799,0.055365913,0.28880057,0.22251113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0.7013384,-0.95630735,0.20949942,0.13172661,0.14913702,-0.14780544,0.16325463,0.253935,-0.14978725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0.71286356,-0.9590164,0.22624023,0.12000869,0.31851405,-0.170176,-0.048632223,0.14260463,-0.03007716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0.72275347,-0.96267974,0.24623829,0.22333935,0.33449304,-0.18722022,0.24256256,0.21667525,0.5376479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0.7381872,-0.97212553,0.26595676,0.32773525,0.1470065,-0.19041602,-0.02124854,0.11656769,-0.3196259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0.742243,-0.9768549,0.27252296,0.30110365,0.035153728,-0.32996565,0.5955577,0.34207156,-0.051475335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0.7677603,-0.98295724,0.29694992,0.25103623,0.17789915,-0.44927529,0.17657238,0.49530047,-0.11731588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0.7976872,-0.9878086,0.32992744,0.3085605,0.1768339,-0.5153217,0.1328782,0.7007529,-0.07796119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0.84410113,-0.9920015,0.37329742,0.30642998,0.18961707,-0.58243334,-0.6440403,0.8538322,-0.58553195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0.8688809,-0.99542534,0.39399406,0.38739008,-0.025566347,0.55313855,-6.7241154,-0.16011223,-0.27922377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0.82807326,-1.001095,0.34692967,0.8774117,-0.49534795,5.635515,-18.435352,-4.9257708,2.566285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0.30747446,-1.0279784,-0.15817076,1.1096394,-3.468501,13.072126,-22.695087,-25.696966,-3.7774518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,-0.51293,-0.75419605,-0.9947617,3.3243241,-7.1809473,15.307051,5.988198,-21.737556,-2.0551229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,-0.80912477,-0.38330692,-1.4075278,1.5346799,-6.0773335,11.196196,18.584991,-7.4317517,-17.050308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,-0.8299753,-0.17024592,-1.5214045,-0.986801,-1.9984361,4.6405582,21.596897,-3.3185132,-12.698846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,-0.81811106,-0.13650003,-1.5249954,-1.143395,-0.42290998,0.7438209,7.761254,-3.421464,0.80684596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,-0.7987809,-0.12092205,-1.5163349,-0.70131016,0.61572284,0.11638014,0.626383,-0.8463503,1.4487913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,-0.79099715,-0.11746871,-1.51646,-0.31035814,-0.36005938,-0.06471481,3.246388,1.3681366,-1.1704654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,-0.77442694,-0.14994194,-1.5179689,-0.8206198,0.36218992,-1.5859125,5.966201,2.7208605,-3.4509425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,-0.73882645,-0.24322061,-1.4668868,-0.78227025,1.3912354,-3.4501252,10.607211,2.100912,3.0557497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,-0.7506453,-0.3431888,-1.4469125,0.5418534,0.6764429,-8.6848345,23.661297,-0.22430678,2.2990322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,-0.72765124,-0.695902,-1.4276549,-0.5692174,1.458347,-12.873454,5.2169657,-18.547281,-14.663138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,-0.25947666,-1.0191413,-0.8625773,-4.418018,6.7793427,-11.84867,-20.998346,-13.549386,-0.16624738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0.28053463,-1.0815372,-0.306142,-1.0134326,1.0024139,-5.623265,-24.036737,-6.547693,5.4180784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0.40110347,-1.0847374,-0.22314712,-0.42647195,-1.2112056,-0.24687503,-10.636091,-3.0784945,-1.589301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.39531058,-1.0786514,-0.24640031,-0.47547412,0.111852765,-0.3640541,2.4471734,-0.91742814,-1.2997522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0.462291,-1.0524964,-0.16289331,-1.2914667,1.2357067,-0.8423579,1.5313913,-0.7354688,1.136348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.51392984,-1.016474,-0.08833322,-0.89731884,0.60933125,-0.19787286,-0.16534956,-0.055964466,2.5589528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0.50540316,-1.0023862,-0.075485446,-0.4999752,0.37284255,-0.20426445,2.0560207,0.9567829,-0.98686004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0.5221165,-0.99069333,-0.044741724,-0.9995842,0.9917612,-0.71026504,-0.057760116,0.45863926,0.032022446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0.5811862,-0.955571,0.030409396,-0.8238156,0.9129316,-0.62291336,-2.01502,-0.1925836,2.2322938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0.6082139,-0.93863285,0.07168744,-0.3923835,0.42077944,-0.2724414,-0.48632222,0.54857147,0.22101474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0.62175804,-0.9266637,0.09385767,-0.38812244,0.36005938,-0.19893813,0.13841479,0.5553052,0.13542204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0.6332263,-0.9158665,0.12177646,-0.31568447,0.63915867,-0.18295917,0.25303718,0.6227917,0.31109658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0.6414505,-0.9133187,0.13679537,-0.18359166,0.44421527,-0.071106404,-0.40177697,0.58089316,0.063296705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.6456687,-0.9103636,0.1478883,-0.07386943,0.03195793,-0.0029294773,0.13123219,0.5342063,-0.16744448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0.6446074,-0.90984046,0.14843033,-0.1047621,0.04367584,0.005592638,0.4185364,0.46657005,-0.2697966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.6522526,-0.9070099,0.15700269,-0.1047621,0.14807175,-0.11052118,0.23537995,0.4285621,-0.03995324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0.6609679,-0.90645355,0.16387057,-0.007823036,0.035153728,-0.03488741,-0.30930093,0.24779987,0.058209028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0.6669244,-0.9097242,0.16728385,0.079528645,-0.07456851,0.029028455,-0.2641104,0.19288288,-0.5493196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0.6628873,-0.91520107,0.16553862,0.043309655,0.011717909,0.106792755,0.16160862,0.16684593,-0.94645786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0.6610694,-0.9185035,0.16724603,-0.05895573,0.04580637,-0.05725796,0.4592378,0.19003975,-1.3350667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0.66846377,-0.9125328,0.17704915,-0.25922543,0.13848437,-0.07323693,-0.10699089,0.038007952,-0.82031333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0.6712666,-0.9095619,0.18047181,-0.15163374,0.051132694,0.04926848,-0.03546411,0.13602059,-0.028431145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0.6679735,-0.90833545,0.17878503,-0.10263157,-0.03195793,0.034354776,0.22430678,0.27488428,-0.547524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0.6700133,-0.90477824,0.17922573,-0.17293902,-0.015978966,-0.03914847,0.11656769,0.3107973,-0.17283143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0.67401874,-0.90026665,0.18047449,-0.11434948,-0.0031957934,-0.016777914,0.004489128,0.31453824,0.24974516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
