9.568521020069798225e-03,-1.165324404571816547e-02,2.524624332298359627e-02,-1.602406706132223496e-02,8.032153921006233294e-03,-8.573426396435867083e-03,9.841666457825012926e-02,9.204218184717255502e-01,-6.561321549757452853e-01,0.000000000000000000e+00,1.718728934719337742e+00
-4.336250822954753649e-03,-3.432926216896154889e-03,2.910071051991698025e-03,-3.603521973484721374e-03,5.099414660432124990e-02,-6.897218195371331191e-03,5.490846074234172897e-02,9.435549521983891408e-01,-6.230040481212892889e-01,0.000000000000000000e+00,1.716769592993137694e+00
-4.303957059550419031e-03,-3.054939965208401925e-03,2.891066297400687705e-03,-1.912920299321028278e-02,-2.814636701538428265e-02,-2.706698086088394229e-03,6.444973429642301965e-02,9.489253534661488132e-01,-6.414432483455154710e-01,1.000000000000000000e+00,1.716480737733170114e+00
-1.892841848701694654e-02,-3.046108510728414917e-03,-1.598671745986466816e-02,-1.498902178308062980e-02,-5.534791695468417073e-03,4.836238425323617987e-03,6.406807404492882718e-02,9.319883853350573455e-01,-6.423808347975947797e-01,1.000000000000000000e+00,1.728151677335751701e+00
-4.076582602927284089e-03,-2.659290804556752735e-03,2.875263060608334188e-03,-2.016424846577835606e-02,1.255446919725197036e-02,4.836238425323617987e-03,7.360934759901012481e-02,9.402501695124459991e-01,-6.611326160535015983e-01,1.000000000000000000e+00,1.716798677470017909e+00
-9.941525471021324042e-03,4.289865026953351701e-02,-2.015157552625323166e-03,-3.672497554105141893e-02,3.290488677291369263e-02,7.350550333542017756e-03,6.635798773198846312e-02,9.460336254815815415e-01,-6.380054313545581168e-01,1.000000000000000000e+00,1.717589230584342763e+00
-4.008699794135175271e-03,1.514454582103100244e-03,1.359446559141996207e-03,-3.672497554105141893e-02,1.481562651698099461e-02,1.154107044282495602e-02,6.635798773198846312e-02,9.497511177939613747e-01,-5.998769156366666744e-01,1.000000000000000000e+00,1.725635583020922015e+00
-8.893858718220996711e-04,-3.071505539266073531e-02,1.195129354961672538e-02,-2.016424846577835606e-02,5.770995964489517883e-03,3.160030224259079926e-03,8.124236771752596509e-02,9.414893336165727211e-01,-6.030022038102642590e-01,1.000000000000000000e+00,1.744070892253643423e+00
-1.805474262275662831e-03,-9.088965268696216817e-04,1.020462717966184180e-02,1.606234113083962467e-02,6.003877970396350600e-02,-5.221009994306794431e-03,7.017449141499232379e-02,9.724711968192495393e-01,-6.264418651122467541e-01,1.000000000000000000e+00,1.737123546763059023e+00
-7.095301227527488208e-02,-1.643812608230762334e-02,-7.588084866808349205e-02,1.606234113083962467e-02,3.742720332273481026e-02,2.321926123726811547e-03,2.552133232961760825e-02,9.485119536898345416e-01,-6.192537023129721652e-01,1.000000000000000000e+00,1.713615636520754215e+00
-3.911159447530165693e-03,-9.994696894608780247e-03,2.205396549332448979e-03,4.676841418406954207e-03,-4.397447228647616280e-02,2.914125616062418836e-02,4.918369087126429201e-02,8.725036772878350666e-01,-6.648829618618187220e-01,1.000000000000000000e+00,1.738283058506967960e+00
3.767506622389498339e-03,-5.812120053472862903e-03,2.749418563929600587e-02,-2.016580162012443847e-02,-1.684623403013924686e-02,3.500882158021820234e-02,5.910661511245866861e-02,7.440326227619972199e-01,-7.289514216348914610e-01,1.000000000000000000e+00,1.769427835810138072e+00
-1.708455311621605854e-01,5.674107201953323271e-02,-1.775656178126810147e-01,-5.949752569118191281e-02,1.028765890091056998e-02,7.272350571079189141e-02,-6.073178480760495213e-02,4.825469119951900088e-01,-7.430152184160809803e-01,1.000000000000000000e+00,1.927193439134282427e+00
8.639910558092045445e-03,4.975539152683614019e-02,3.402637182653512476e-02,-2.219996517673331338e-01,-2.587900925003898123e-01,1.339050952151873419e-01,4.689378674858576262e-02,1.657073852698546790e-01,-9.655358930191962896e-01,1.000000000000000000e+00,1.942180447960052403e+00
-1.613689592439287723e-01,3.435549202532953705e-01,-1.899667310636804496e-01,-3.803616008113738789e-01,-4.261157592073200884e-01,1.146287115241621385e-01,-8.515744982448106293e-02,-3.742005557974303342e-01,-6.345676143636006517e-01,1.000000000000000000e+00,2.521294831505543677e+00
3.094377125225175758e-04,3.217159005600654306e-03,-8.798833180542723828e-03,2.996632392012717472e-01,8.264470247179211970e-02,7.523781683225347350e-02,-2.439242536242263448e-01,-8.236419946298040307e-01,-3.648550622320002601e-01,1.000000000000000000e+00,3.140028231363612310e+00
1.242212669520003920e-01,-9.156285604545635337e-01,9.809603153533356934e-02,9.372512192109717644e-01,1.095643236049610669e+00,-2.533466815080745102e-02,6.559468635776229128e-02,-9.384808982179875247e-01,-9.549098871218039131e-01,1.000000000000000000e+00,4.468008562003793926e+00
-6.263572055762740842e-02,-2.221919618409764000e-02,-2.750523797147096383e-01,4.559550866122202284e-01,1.715200430381114804e+00,-2.147461854300184159e-01,1.865780434401684285e-01,-6.827785053903403512e-01,-1.738420180493104317e+00,1.000000000000000000e+00,4.738046817829866697e+00
1.128572514446697372e+00,3.066299401216297404e+00,1.092694945334473422e+00,-1.193907306299485604e+00,1.310453375644113905e+00,-2.298320505852743667e-01,2.293229490899776624e-01,-1.292385169078823781e-01,-1.421515750833019176e+00,1.000000000000000000e+00,4.930568379929304079e+00
