-1.356831281826593495e-02,5.182665168986160063e-04,-1.032793257500282808e-02,-7.091743965058600052e-02,1.571391027076139424e-01,-1.334333348722405166e-01,2.026073691107911356e-01,9.625571938363587376e-01,-1.037730075936462493e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.295211655718657255e-02,6.359390509143919221e-03,2.634232040585332904e-02,-1.754570328657780454e-01,4.408122398540896547e-02,-2.231104488463537261e-01,2.132936074787197822e-01,1.089375684481755480e+00,-9.958511883030934930e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.043420403595462620e+00,-4.219947879682944131e-02,1.114213708805861014e+00,-1.257748462959808189e-01,1.119159520677822234e-01,-2.197580466058472459e-01,1.407799131646922386e-01,1.081113900304366826e+00,-9.111558265842762960e-01,1.000000000000000000e+00,0.000000000000000000e+00
-1.129941456364355785e-03,7.689407553644065155e-03,8.705703793386945083e-03,-1.464757557473423955e-01,-3.312709233535185982e-01,-1.627669724901938120e-01,2.323142820693906846e-02,1.110443199626602651e+00,-9.064678943238798636e-01,1.000000000000000000e+00,3.071591402430806195e+00
4.427300420158480909e-01,1.469628353708685511e-02,4.554548975904174068e-01,-9.782861999409127318e-02,-1.820345398268779225e-01,-8.817570793620034542e-02,1.224606706188828970e-01,9.956043305459131298e-01,-9.105307689495567569e-01,1.000000000000000000e+00,3.126762878072636642e+00
-1.079236727827128511e-02,1.355488401482943424e-03,4.031463810044127582e-04,-7.816275650111398354e-02,-8.028244239675394467e-02,-8.901381243011101396e-02,6.941119004076613808e-02,9.687533594319309715e-01,-9.577226464780418391e-01,1.000000000000000000e+00,3.066140204446801576e+00
2.996778969234416001e-01,3.586351363176182999e-02,3.345349326909271004e-01,-7.816275650111398354e-02,7.347627359940010761e-02,-6.806121267045313339e-02,1.003249180138155866e-01,9.782543077134463472e-01,-9.514720701308464479e-01,1.000000000000000000e+00,3.930787757509978331e+00
-6.906415664430996804e-02,-1.639926768260195622e-02,-7.450678447594824561e-02,-8.023284938951488754e-02,1.028713210907656050e-01,-5.465154784869364485e-02,8.467723027779783251e-02,9.642094126418609967e-01,-9.764744016267882243e-01,1.000000000000000000e+00,4.269425589580857938e+00
3.151115099117270724e+00,7.082724191313981288e-02,3.464488726971225230e+00,-8.851321122679477182e-02,6.251987101317719731e-01,-2.717204858904684883e-01,2.010807663623387642e-01,1.000974386738733957e+00,-1.104298766248413388e+00,1.000000000000000000e+00,4.648495003376956092e+00
-9.963712379883539472e-02,-1.954540737152620899e-03,-1.250241468743044371e-01,-1.143877968299153725e-01,1.240239254262608837e+00,-7.368690976149888661e-01,3.262623065080051954e-01,1.066655605456467315e+00,-1.018978346894876541e+00,1.000000000000000000e+00,7.593459699207712355e+00
